iddivipol,clase,coddepto,codmipio,codzona,codpuesto,nomdepto,nommipio,nompuesto,nummesas,potfemenino,potmasculino,pottotal,jal,nomjal,indicador,expandida,direccion,cordenadas_text
4535,P,1,19,99,01,ANTIOQUIA,ANDES,IE RURAL FELIPE HENAO JARAMILLO,4,579,672,1251,0,,0,0,CALLE 50 NRO 51 -48 CORREGIMIENTO BUENOS AIRES,"(0,0)"
4536,P,1,19,99,03,ANTIOQUIA,ANDES,C.E.R. GABRIEL ALVAREZ RESTREPO,2,195,238,433,0,,0,0,CER GABRIEL ALVAREZ RESTREPO- CGTO LA CHAPARRALA,"(0,0)"
4537,P,1,19,99,05,ANTIOQUIA,ANDES,IE SAN JOSE -SEDE PRIMARIA,3,408,481,889,0,,0,0,IE SAN JOSE -SEDE PRIMARIA - CGTO SAN JOSE,"(0,0)"
4538,P,1,19,99,06,ANTIOQUIA,ANDES,IE RURAL CARBONERA,2,176,187,363,0,,0,0,IE RURAL CARBONERA -CORREGIMIENTO SAN BARTOLO,"(0,0)"
4539,P,1,19,99,09,ANTIOQUIA,ANDES,IE RURAL SANTA INES,5,635,795,1430,0,,0,0,IE RURAL SANTA INES-CORREGIMIENTO SANTA INES,"(0,0)"
4540,P,1,19,99,13,ANTIOQUIA,ANDES,IE SANTA RITA,8,1201,1348,2549,0,,0,0,IE SANTA RITA - CORREGIMIENTO SANTA RITA,"(0,0)"
4541,P,1,19,99,17,ANTIOQUIA,ANDES,IE TAPARTO,7,1097,1166,2263,0,,0,0,IE TAPARTO - CORREGIMIENTO TAPARTO,"(0,0)"
4542,P,1,19,99,23,ANTIOQUIA,ANDES,IE SAN PERUCHITO,4,475,566,1041,0,,0,0,IE SAN PERUCHITO-SD SECUNDARIA-CGTO LA CHAPARRALA,"(0,0)"
4543,P,1,22,0,00,ANTIOQUIA,ANGELOPOLIS,I.E SAN JOSE,15,2434,2671,5105,0,,0,0,CALLE 9 N. 14 -03,"(0,0)"
4544,P,1,22,99,01,ANTIOQUIA,ANGELOPOLIS,I.E  LOS ANGELES,3,402,409,811,0,,0,0,CORREGIMIENTO LA ESTACIÓN,"(0,0)"
4545,P,1,22,99,70,ANTIOQUIA,ANGELOPOLIS,C.E RURAL SAN ISIDRO,1,29,36,65,0,,0,0,VEREDA SANTA ANA,"(0,0)"
4546,P,1,25,0,00,ANTIOQUIA,ANGOSTURA,I.E. MARIANO DE JESUS EUSSE,26,4124,4583,8707,0,,0,0,KR 9 # 8 -84 INSTITUCION,"(0,0)"
4547,P,1,25,99,06,ANTIOQUIA,ANGOSTURA,CER LA QUINTA -SEDE GABRIELA MISTRAL,2,264,262,526,0,,0,0,VDA. MALDONADO ESC. RU. GABRIE,"(0,0)"
4548,P,1,25,99,12,ANTIOQUIA,ANGOSTURA,CER SAN FERNANDO,1,170,173,343,0,,0,0,VDA. LA TRINIDAD ESC.RU LA TRI,"(0,0)"
4549,P,1,25,99,15,ANTIOQUIA,ANGOSTURA,IGLESIA DE LLANOS DE CUIVA,1,124,71,195,0,,0,0,CORREGIMIENTO LLANOS DE CUIVA,"(0,0)"
4550,P,1,28,0,00,ANTIOQUIA,ANORI,COLISEO LUIS RODRIGO CÁRDENAS LOPERA,31,5094,5505,10599,0,,0,0,AV 30 No 24-385,"(0,0)"
4551,P,1,28,99,03,ANTIOQUIA,ANORI,C.E.R MERCEDES YEPES,2,203,283,486,0,,0,0,CER.VDA. LA MESETA KM 20,"(0,0)"
4552,P,1,28,99,05,ANTIOQUIA,ANORI,I.E.R AMANDA POSADA,3,295,403,698,0,,0,0,I.E.R AMANDA POSADA CGTO LIBERIA KM 110,"(0,0)"
4553,P,1,28,99,09,ANTIOQUIA,ANORI,C.E.R LA HONDONA,3,398,431,829,0,,0,0,CER.LA HONDONA VDA EL ROBLE KM 30,"(0,0)"
4554,P,1,28,99,13,ANTIOQUIA,ANORI,C.E.R MADRESECA,2,166,268,434,0,,0,0,C.E.R MADRESECA VDA. MADRESECA KM 50,"(0,0)"
4555,P,1,28,99,15,ANTIOQUIA,ANORI,C.E.R EL CARMÍN,2,177,313,490,0,,0,0,C.E.R EL CARMÍN .VDA EL CARMIN KM 25,"(0,0)"
4556,P,1,28,99,16,ANTIOQUIA,ANORI,C.E.R LA CASITA,1,99,140,239,0,,0,0,CER.LA CASITA VDA. LA CASITA KM 38,"(0,0)"
4557,P,1,28,99,37,ANTIOQUIA,ANORI,C.E.R SANTO DOMINGO,1,50,89,139,0,,0,0,C.E.R SANTO DOMINGO. VDA. SANTO DOMINGO KM 25,"(0,0)"
4558,P,1,31,1,01,ANTIOQUIA,ANTIOQUIA,I.E. SAN LUIS GONZAGA,14,254,4437,4691,0,,0,0,CRA 7 No 13A - 64,"(0,0)"
4559,P,1,31,1,02,ANTIOQUIA,ANTIOQUIA,COLISEO HERNAN SEPULVEDA,16,4435,755,5190,0,,0,0,CALLE 19 A 10-48,"(0,0)"
4560,P,1,31,2,01,ANTIOQUIA,ANTIOQUIA,IE ARTURO VELASQUEZ ORTIZ,18,3098,2800,5898,0,,0,0,CLL 9 No 2-25,"(0,0)"
4561,P,1,31,2,02,ANTIOQUIA,ANTIOQUIA,ESCUELA MARTINEZ PARDO,16,2745,2594,5339,0,,0,0,CLL 10 No 11-82,"(0,0)"
4562,P,1,31,99,01,ANTIOQUIA,ANTIOQUIA,CER SANTA INES,1,107,94,201,0,,0,0,CORREGIMIENTO CATIVO,"(0,0)"
4563,P,1,31,99,02,ANTIOQUIA,ANTIOQUIA,ESCUELA MORADITAS CENTRAL,1,140,146,286,0,,0,0,VEREDA MORADITAS,"(0,0)"
4564,P,1,31,99,04,ANTIOQUIA,ANTIOQUIA,CER EL PESCADO,2,271,307,578,0,,0,0,CORREGIMIENTO EL PESCADO,"(0,0)"
4565,P,1,31,99,05,ANTIOQUIA,ANTIOQUIA,CER CACIQUE GUASABRA,2,309,377,686,0,,0,0,CORREGIMIENTO LAURELES,"(0,0)"
4566,P,1,31,99,07,ANTIOQUIA,ANTIOQUIA,CER LAS AZULES,1,108,147,255,0,,0,0,CORREGIMIENTO LAS AZULES,"(0,0)"
4567,P,1,31,99,09,ANTIOQUIA,ANTIOQUIA,CER MANUEL MARIA TORO,2,189,251,440,0,,0,0,CORREGIMIENTO TONUSCO ARRIBA,"(0,0)"
4568,P,1,31,99,15,ANTIOQUIA,ANTIOQUIA,CER SOCORRO DE SABANAS,2,228,322,550,0,,0,0,CORREGIMIENTO SABANAS,"(0,0)"
4569,P,1,34,0,00,ANTIOQUIA,ANZA,I.E ANZA,12,1839,2061,3900,0,,0,0,CRA 11 No 6-22,"(0,0)"
4570,P,1,34,99,01,ANTIOQUIA,ANZA,I.E RURAL ASCENCION MONTOYA DE TORRES,7,1056,1235,2291,0,,0,0,CORREGIMIENTO GUINTAR,"(0,0)"
4571,P,1,34,99,30,ANTIOQUIA,ANZA,I.E RURAL LA CEJITA,2,296,335,631,0,,0,0,VEREDA LA CEJITA,"(0,0)"
4572,P,1,35,1,01,ANTIOQUIA,APARTADO,I.E ALFONSO LOPEZ,26,4520,4155,8675,1,COMUNA 1 BERNARDO JARAMILLO,0,0,CRA 79A No 96A 60 BARRIO ALFONSO LOPEZ,"(0,0)"
4573,P,1,35,1,02,ANTIOQUIA,APARTADO,I.E. POLICARPA SALAVARRIETA,26,4752,4069,8821,1,COMUNA 1 BERNARDO JARAMILLO,0,0,CLL 100B No 78 -36 BARRIO POLICARPA,"(0,0)"
4574,P,1,35,1,03,ANTIOQUIA,APARTADO,I.E. LA PAZ,16,2784,2432,5216,1,COMUNA 1 BERNARDO JARAMILLO,0,0,CLL 103 No 77 - 32 BARRIO LA PAZ,"(0,0)"
4575,P,1,35,1,04,ANTIOQUIA,APARTADO,I.E. LA PAZ SEDE 20 DE ENERO,10,1641,1588,3229,1,COMUNA 1 BERNARDO JARAMILLO,0,0,CRA 76 No 102D - 02 BARRIO 20 DE ENERO,"(0,0)"
4576,P,1,35,2,01,ANTIOQUIA,APARTADO,I. E. SAN FRANCISCO DE ASIS,28,4816,4503,9319,2,COMUNA 2 OCHO DE FEBRERO,0,0,CALLE 100 No. 84 - 60,"(0,0)"
4577,P,1,35,2,02,ANTIOQUIA,APARTADO,I. E. SAN PEDRO CLAVER,26,4393,4344,8737,2,COMUNA 2 OCHO DE FEBRERO,0,0,CARRERA 100 No 81-30,"(0,0)"
4578,P,1,35,2,03,ANTIOQUIA,APARTADO,CDI ALEGRES GIRASOLES,16,2814,2370,5184,2,COMUNA 2 OCHO DE FEBRERO,0,0,CLL 103 No 89A - 30 BARRIO OBRERO,"(0,0)"
4579,P,1,35,2,04,ANTIOQUIA,APARTADO,I. E. SANTA MARIA LA ANTIGUA,5,851,679,1530,2,COMUNA 2 OCHO DE FEBRERO,0,0,CLL 102C No 81 - 44 BARRIO SANTA MARIA,"(0,0)"
4580,P,1,35,3,01,ANTIOQUIA,APARTADO,UNIVERSIDAD COOPERATIVA,1,156,145,301,3,COMUNA 3 PUEBLO NUEVO,0,0,CL 91 #96A - 55,"(0,0)"
4581,P,1,35,3,02,ANTIOQUIA,APARTADO,I.E. HERACLIO MENA PADILLA,26,4880,3864,8744,3,COMUNA 3 PUEBLO NUEVO,0,0,CLL 94 No 94 - 21 BARRIO PUEBLO NUEVO,"(0,0)"
4582,P,1,35,3,03,ANTIOQUIA,APARTADO,COLEGIO ADVENTISTA,19,2993,3457,6450,3,COMUNA 3 PUEBLO NUEVO,0,0,CLL 92 No 96 A - 56 BARRIO FUNDADORES,"(0,0)"
4583,P,1,35,3,04,ANTIOQUIA,APARTADO,I.E CADENA LAS PLAYAS,6,934,978,1912,3,COMUNA 3 PUEBLO NUEVO,0,0,CRA 86C 94C-00 BARRIO LA ESPERANZA,"(0,0)"
4584,P,1,35,4,01,ANTIOQUIA,APARTADO,I. E. CAMPO ALEGRE,7,1101,1066,2167,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,CRA 115 No 87 - 58 BARRIO EL SALVADOR,"(0,0)"
4585,P,1,35,4,02,ANTIOQUIA,APARTADO,I.E. MADRE LAURA,14,2060,2748,4808,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,CALLE 99A No 104-12,"(0,0)"
4586,P,1,35,4,03,ANTIOQUIA,APARTADO,COLEGIO COOPERATIVO CARB,19,2615,3648,6263,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,DIAGONAL 105C No 99C-51,"(0,0)"
4587,P,1,35,4,04,ANTIOQUIA,APARTADO,I.E. JOSE JOAQUIN VELEZ,22,3859,3694,7553,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,CARRERA 103 No 106-25,"(0,0)"
4588,P,1,35,4,05,ANTIOQUIA,APARTADO,I.E JOSE CELESTINO MUTIS,15,2504,2321,4825,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,CLL 108 No 108 - 82 BARRIO LAURELES,"(0,0)"
4589,P,1,35,4,06,ANTIOQUIA,APARTADO,COLISEO CUBIERTO ANTONIO ROLDAN BETANCUR,20,3532,3249,6781,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,KR 104 # 104C - 65,"(0,0)"
4590,P,1,35,4,07,ANTIOQUIA,APARTADO,SENA REGIONAL APARTADO,1,92,109,201,4,COMUNA 4 JOSE JOAQUIN VELEZ,0,0,KM. 1 SALIDA TURBO APARTADO,"(0,0)"
4591,P,1,35,98,01,ANTIOQUIA,APARTADO,CARCEL Y PENIT DE MEDIA SEG DE APARTADO,1,7,152,159,0,,0,0,KILOMETRO 5 VIA APARTADO - CAREPA,"(0,0)"
4592,P,1,35,99,15,ANTIOQUIA,APARTADO,I.E.R CHURIDO PUEBLO,6,879,865,1744,5,CORREGIMIENTO CHURIDO PUEBLO,0,0,CGTO CHURIDO,"(0,0)"
4593,P,1,35,99,21,ANTIOQUIA,APARTADO,I.E.R PUERTO GIRON,3,412,384,796,6,CORREGIMIENTO PUERTO GIRON,0,0,CGTO PUERTO GIRON,"(0,0)"
4594,P,1,35,99,25,ANTIOQUIA,APARTADO,I.E.R. BARTOLOME CATAÑO VALLEJO,6,877,1166,2043,7,CORR SAN JOSE DE APARTADO,0,0,CGTO SAN JOSE DE APARTADO,"(0,0)"
4595,P,1,35,99,50,ANTIOQUIA,APARTADO,I.E.R. EL REPOSO,15,2761,2378,5139,8,CORREGIMIENTO EL REPOSO,0,0,CGTO EL REPOSO,"(0,0)"
4596,P,1,37,0,00,ANTIOQUIA,ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,41,7136,6723,13859,0,,0,0,CARRERA 30 N 25-61,"(0,0)"
4597,P,1,37,99,03,ANTIOQUIA,ARBOLETES,C.E.R BUENOS AIRES,4,539,625,1164,1,CORREGIMIENTO EL BUENOS AIRES,0,0,CORREGIMIENTO BUENOS AIRES,"(0,0)"
4598,P,1,37,99,05,ANTIOQUIA,ARBOLETES,C.E.R EL CARMELO,5,605,772,1377,2,CORREGIMIENTO EL CARMELO,0,0,CORREGIMIENTO EL CARMELO,"(0,0)"
4599,P,1,37,99,06,ANTIOQUIA,ARBOLETES,I.E SANTA FE DE LAS PLATAS,4,545,660,1205,3,CORREGIMIENTO SANTA FE DE LAS,0,0,CORREGIMIENTO SANTAFE DE LAS PLATAS,"(0,0)"
4600,P,1,37,99,08,ANTIOQUIA,ARBOLETES,I.E LAS NARANJITAS,3,337,433,770,4,CORREGIMIENTO EL LAS NARANJITA,0,0,CORREGIMIENTO LAS NARANJITAS,"(0,0)"
4601,P,1,37,99,12,ANTIOQUIA,ARBOLETES,I.E GUADUAL,5,740,918,1658,5,CORREGIMIENTO EL GUADUAL,0,0,CORREGIMIENTO GUADUAL,"(0,0)"
4602,P,1,37,99,20,ANTIOQUIA,ARBOLETES,I.E LA CANDELARIA,6,876,1008,1884,6,CORREGIMIENTO LA CANDELARIA,0,0,CORREGIMIENTO LA CANDELARIA,"(0,0)"
4603,P,1,37,99,75,ANTIOQUIA,ARBOLETES,I.E LA TRINIDAD,6,856,1030,1886,7,CORREGIMIENTO LA TRINIDAD,0,0,CORREGIMIENTO LA TRINIDAD,"(0,0)"
4604,P,1,37,99,80,ANTIOQUIA,ARBOLETES,I.E PAJILLAL,3,399,488,887,0,,0,0,CORREGIMIENTO PAJILLAL,"(0,0)"
4605,P,1,39,0,00,ANTIOQUIA,ARGELIA,I.E. SANTA TERESA,18,2931,3207,6138,0,,0,0,CALLE 31 No. 26-78,"(0,0)"
4606,P,1,39,99,04,ANTIOQUIA,ARGELIA,I.E. PBRO MARIO ANGEL SEDE EL PITAL,1,68,112,180,0,,0,0,VRDA. EL PITAL,"(0,0)"
4607,P,1,39,99,07,ANTIOQUIA,ARGELIA,I.E STA. TERESA SEDE EL ROSARIO,1,129,132,261,0,,0,0,VRDA. EL ROSARIO,"(0,0)"
4608,P,1,39,99,10,ANTIOQUIA,ARGELIA,I.E. STA TERESA SEDE GUADUALITO,1,36,62,98,0,,0,0,VRDA. GUADUALITO,"(0,0)"
4609,P,1,39,99,20,ANTIOQUIA,ARGELIA,I.E. STA TERESA SEDE BUENOS AIRES,1,20,40,60,0,,0,0,VRDA. BUENOS AIRES,"(0,0)"
4610,P,1,39,99,25,ANTIOQUIA,ARGELIA,I.E STA TERESA SEDE MESONES,1,15,22,37,0,,0,0,VRDA MESONES,"(0,0)"
4611,P,1,39,99,80,ANTIOQUIA,ARGELIA,I.E. PBRO MARIO ANGEL SEDE SAN AGUSTIN,1,94,159,253,0,,0,0,VRDA. SAN AGUSTIN,"(0,0)"
4612,P,1,40,0,00,ANTIOQUIA,ARMENIA,I.E ROSA MESA DE MEJIA,12,1903,2150,4053,0,,0,0,CALLE 10 No. 7-30 I.E. ROSA MESA DE MEJIA,"(0,0)"
4613,P,1,40,99,01,ANTIOQUIA,ARMENIA,I.E ROSA MESA DE MEJIA SD LA HERRADURA,2,295,325,620,0,,0,0,CORREGIMIENTO LA HERRADURA,"(0,0)"
4614,P,1,43,1,01,ANTIOQUIA,BARBOSA,PBRO. LUIS EDUARDO PEREZ MOLINA,19,3522,2802,6324,0,,0,0,CL. 15 No. 8 - 179,"(0,0)"
4615,P,1,43,1,02,ANTIOQUIA,BARBOSA,INST. EDUC. MANUEL JOSE CAICED,26,4432,4399,8831,0,,0,0,CL. 16 CR. 8 - 2 INT. 110,"(0,0)"
4616,P,1,43,1,03,ANTIOQUIA,BARBOSA,IE LUIS EDUARDO ARIAS,23,2004,5902,7906,0,,0,0,Cll. 15 #08-103,"(0,0)"
4617,P,1,43,2,01,ANTIOQUIA,BARBOSA,CENTRO DE EDUCACION SUPERIOR,5,294,1309,1603,0,,0,0,CRA 14 No 15-32,"(0,0)"
4618,P,1,43,2,02,ANTIOQUIA,BARBOSA,COL. COOPERATIVO SIMÓN BOLIVAR,9,1771,1121,2892,0,,0,0,CR. 11 No. 15 - 41,"(0,0)"
4619,P,1,43,2,03,ANTIOQUIA,BARBOSA,C.A.S DIEGO FERNANDEZ BARBOSA,7,2142,106,2248,0,,0,0,CR. 21 No. 11 - 30,"(0,0)"
4620,P,1,43,2,04,ANTIOQUIA,BARBOSA,UNIDAD DEPORTIVA LOS BUCAROS,28,5358,4191,9549,0,,0,0,CLL 20 No 19-24,"(0,0)"
4621,P,1,43,2,05,ANTIOQUIA,BARBOSA,BIBLIOTECA ISOLDA ECHAVARRIA,6,1213,749,1962,0,,0,0,CL. 15 No. 10 - 50,"(0,0)"
4622,P,1,43,98,01,ANTIOQUIA,BARBOSA,CARCEL,1,1,30,31,0,,0,0,KR 10 # 16 - 60,"(0,0)"
4623,P,1,43,99,01,ANTIOQUIA,BARBOSA,INST. E. RURAL EL HATILLO,17,2920,2654,5574,1,CORREGIMIENTO EL HATILLO,0,0,CORREGIMIENTO EL HATILLO,"(0,0)"
4624,P,1,46,0,00,ANTIOQUIA,BELMIRA,IE PRESBITERO RICARDO LUIS GUTIERREZ T.,10,1649,1720,3369,0,,0,0,CRA 21 No 15 - 71,"(0,0)"
4625,P,1,46,99,01,ANTIOQUIA,BELMIRA,I.E.R. LABORES,2,185,226,411,0,,0,0,CORREGIMIENTO LABORES,"(0,0)"
4626,P,1,46,99,03,ANTIOQUIA,BELMIRA,C.E.R. PLAYAS,4,569,615,1184,0,,0,0,VEREDA LAS PLAYAS,"(0,0)"
4627,P,1,46,99,04,ANTIOQUIA,BELMIRA,I.E.R. CARLOS GONZALEZ.,2,271,177,448,0,,0,0,VEREDA ZANCUDITO,"(0,0)"
4628,P,1,46,99,05,ANTIOQUIA,BELMIRA,C.E.R. QUEBRADITAS.,1,15,42,57,0,,0,0,VEREDA QUEBRADITAS,"(0,0)"
4629,P,1,49,1,01,ANTIOQUIA,BELLO,IE BARRIO PARIS MEGACOLEGIO,16,2190,3264,5454,1,COMUNA 1 PARIS,0,0,CRA 78 No 20D-85,"(0,0)"
4630,P,1,49,1,02,ANTIOQUIA,BELLO,I.E. ALBERTO DIAZ MUÑOZ,20,4524,2299,6823,1,COMUNA 1 PARIS,0,0,CL 20 F 78 A 07,"(0,0)"
4631,P,1,49,1,03,ANTIOQUIA,BELLO,I.E ALB. DIAZ MUÑOZ SECC.PRAD,8,1552,1142,2694,1,COMUNA 1 PARIS,0,0,KR 75 No 20D-23,"(0,0)"
4632,P,1,49,1,04,ANTIOQUIA,BELLO,IE BARRIO PARIS,13,2315,2022,4337,1,COMUNA 1 PARIS,0,0,CARRERA 76 No 20F-59,"(0,0)"
4633,P,1,49,1,05,ANTIOQUIA,BELLO,I.E. SAN JUDAS BARRIO PARIS,1,60,85,145,1,COMUNA 1 PARIS,0,0,CRA 75 # 21-60,"(0,0)"
4634,P,1,49,1,06,ANTIOQUIA,BELLO,CENTRO EDUCAT RAQUEL JARAMILLO,25,4573,3766,8339,1,COMUNA 1 PARIS,0,0,CL 21 A 66 43,"(0,0)"
4635,P,1,49,2,01,ANTIOQUIA,BELLO,I.E. ATANASIO GIRARDOT,45,3939,11279,15218,2,COMUNA 2 MADERA,0,0,CL 24 A NO 59 A 114,"(0,0)"
4636,P,1,49,2,02,ANTIOQUIA,BELLO,COLEGIO PARROQUIAL SAN FCO DE ASIS,33,7029,4182,11211,2,COMUNA 2 MADERA,0,0,KR 58 27B-21,"(0,0)"
4637,P,1,49,2,03,ANTIOQUIA,BELLO,COLEGIO SAN BUENAVENTURA,22,4046,3442,7488,2,COMUNA 2 MADERA,0,0,CRA 51A 23-83,"(0,0)"
4638,P,1,49,2,04,ANTIOQUIA,BELLO,COLEGIO BETHLEMITAS,1,50,50,100,2,COMUNA 2 MADERA,0,0,CL 24A NRO 51-52,"(0,0)"
4639,P,1,49,2,05,ANTIOQUIA,BELLO,LICEO ANTIOQUEÑO SEDE AVENIDAS,1,32,33,65,2,COMUNA 2 MADERA,0,0,CR 56 NRO 32-08,"(0,0)"
4640,P,1,49,2,06,ANTIOQUIA,BELLO,IE SUAREZ DE LA PRESENTACION,34,8933,2623,11556,2,COMUNA 2 MADERA,0,0,CRA 55 No 35-41,"(0,0)"
4641,P,1,49,3,01,ANTIOQUIA,BELLO,LICEO ANTIOQUEÑO SEDE SERRAMONTE,1,28,33,61,3,COMUNA 3 SANTA ANA,0,0,CR 59BB NRO 40A-24,"(0,0)"
4642,P,1,49,3,02,ANTIOQUIA,BELLO,COLEGIO LA SALLE,45,8258,6970,15228,3,COMUNA 3 SANTA ANA,0,0,CL 45 57 44,"(0,0)"
4643,P,1,49,3,03,ANTIOQUIA,BELLO,I.E. TOMAS CADAVID RESTREPO,25,4570,4020,8590,3,COMUNA 3 SANTA ANA,0,0,CALLE 55 No 38-170,"(0,0)"
4644,P,1,49,4,01,ANTIOQUIA,BELLO,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,22,3715,3675,7390,4,COMUNA 4 SUAREZ,0,0,CALLE 51 # 58-55,"(0,0)"
4645,P,1,49,4,02,ANTIOQUIA,BELLO,I.E DIVINA EUCARISTIA,1,31,35,66,4,COMUNA 4 SUAREZ,0,0,CRA 53 NRO 51-28,"(0,0)"
4646,P,1,49,4,03,ANTIOQUIA,BELLO,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,33,5505,5608,11113,4,COMUNA 4 SUAREZ,0,0,CLL 48 No 50-30,"(0,0)"
4647,P,1,49,4,04,ANTIOQUIA,BELLO,IE JORGE ELIECER GAITAN,52,10725,7053,17778,4,COMUNA 4 SUAREZ,0,0,CARRERA 50 No 53-64,"(0,0)"
4648,P,1,49,4,05,ANTIOQUIA,BELLO,IE SAGRADO CORAZON,20,2324,4247,6571,4,COMUNA 4 SUAREZ,0,0,CALLE 47 No 48-38,"(0,0)"
4649,P,1,49,4,06,ANTIOQUIA,BELLO,COL JESUS DE LA BUENA ESPERANZ,43,6326,8187,14513,4,COMUNA 4 SUAREZ,0,0,CL 49 47 - 10 BARRIO MANCHESTER,"(0,0)"
4650,P,1,49,4,07,ANTIOQUIA,BELLO,I.E. SANTA CATALINA,23,4445,3365,7810,4,COMUNA 4 SUAREZ,0,0,CL 56 46 14,"(0,0)"
4651,P,1,49,4,08,ANTIOQUIA,BELLO,I.E. LA MILAGROSA,25,4589,3869,8458,4,COMUNA 4 SUAREZ,0,0,CL 62 A 54-51,"(0,0)"
4652,P,1,49,5,01,ANTIOQUIA,BELLO,I.E. FERNANDO VELEZ,33,7195,3984,11179,5,COMUNA 5 LA CUMBRE,0,0,CR 58 A NO 52C 135,"(0,0)"
4653,P,1,49,5,02,ANTIOQUIA,BELLO,I.E CARLOS PEREZ SEDE ROSALIA,18,2540,3486,6026,5,COMUNA 5 LA CUMBRE,0,0,CLL 53 A NO 57 A 34,"(0,0)"
4654,P,1,49,5,03,ANTIOQUIA,BELLO,COLEGIO CARMELITANO,1,35,34,69,5,COMUNA 5 LA CUMBRE,0,0,CL 57 NRO 62 - 34,"(0,0)"
4655,P,1,49,5,04,ANTIOQUIA,BELLO,COLEGIO MANO AMIGA,29,5452,4262,9714,5,COMUNA 5 LA CUMBRE,0,0,CARRERA 66 No 59A 80 EL TRAPICHE,"(0,0)"
4656,P,1,49,6,01,ANTIOQUIA,BELLO,IE ANTONIO MARIA BEDOYA SECC VILLA LINDA,1,12,8,20,6,COMUNA 6 BELLAVISTA,0,0,CLL 83 B # 67-21,"(0,0)"
4657,P,1,49,6,02,ANTIOQUIA,BELLO,IE ANTONIO MARIA BEDOYA - TIERRA ADENTRO,1,6,13,19,6,COMUNA 6 BELLAVISTA,0,0,CR 69 NRO 77 -220,"(0,0)"
4658,P,1,49,6,03,ANTIOQUIA,BELLO,IE VILLA DEL SOL SEC 1,37,6080,6487,12567,6,COMUNA 6 BELLAVISTA,0,0,CALLE 72A No 63A-50,"(0,0)"
4659,P,1,49,6,04,ANTIOQUIA,BELLO,I.E. HERNAN VILLA BAENA,33,7259,3841,11100,6,COMUNA 6 BELLAVISTA,0,0,CL 69 # 60 235,"(0,0)"
4660,P,1,49,7,01,ANTIOQUIA,BELLO,I.E. GILBERTO ECHEVERRI MEJIA,21,3908,3244,7152,7,COMUNA 7 ALTOS DE NIQUIA,0,0,CL 68 49A 41 BR MIRADOR,"(0,0)"
4661,P,1,49,7,02,ANTIOQUIA,BELLO,I.E. CIAL ANTONIO ROLDAN,19,4902,1625,6527,7,COMUNA 7 ALTOS DE NIQUIA,0,0,DG 65 45DD 215,"(0,0)"
4662,P,1,49,7,03,ANTIOQUIA,BELLO,IE JOSEFA CAMPOS,24,3399,4701,8100,7,COMUNA 7 ALTOS DE NIQUIA,0,0,DIAGONAL 65 No 45BB-137,"(0,0)"
4663,P,1,49,8,01,ANTIOQUIA,BELLO,COL NUESTRA SEÑORA DE CHIQUINQ,26,3778,4937,8715,8,COMUNA 8 NIQUIA,0,0,DG 61 NO 42-78,"(0,0)"
4664,P,1,49,8,02,ANTIOQUIA,BELLO,I.E FE Y ALEGRIA NUEVA GENERAC,27,6141,2963,9104,8,COMUNA 8 NIQUIA,0,0,AV 38 61 02,"(0,0)"
4665,P,1,49,8,03,ANTIOQUIA,BELLO,BETSABE ESPINAL,21,3836,3186,7022,8,COMUNA 8 NIQUIA,0,0,AV 33 NRO 59 33 BR TERRANOVA,"(0,0)"
4666,P,1,49,8,04,ANTIOQUIA,BELLO,I.E. CONCEJO DE BELLO,29,5458,4500,9958,8,COMUNA 8 NIQUIA,0,0,DIAG 56 45 42,"(0,0)"
4667,P,1,49,8,05,ANTIOQUIA,BELLO,COLEGIO ANA MARIA JANER,1,10,2,12,8,COMUNA 8 NIQUIA,0,0,DIG 53 NRO 43-81,"(0,0)"
4668,P,1,49,9,01,ANTIOQUIA,BELLO,I.E. NAVARRA,9,2064,913,2977,9,COMUNA 9 GUASIMALITO,0,0,DIAG 57 #20 - 46,"(0,0)"
4669,P,1,49,9,02,ANTIOQUIA,BELLO,IE NAVARRA SD EL TREBOL,7,899,1318,2217,9,COMUNA 9 GUASIMALITO,0,0,AV. 20 No 54-180 INT 110,"(0,0)"
4670,P,1,49,9,03,ANTIOQUIA,BELLO,I.E SAN GABRIEL ARCANGEL,1,11,8,19,9,COMUNA 9 GUASIMALITO,0,0,AV 14 B # 53B - 111,"(0,0)"
4671,P,1,49,10,01,ANTIOQUIA,BELLO,I.E. LAS VEGAS,15,2802,2168,4970,10,COMUNA 10 FONTIDUEÑO,0,0,DIAG 45 #35 -85,"(0,0)"
4672,P,1,49,10,02,ANTIOQUIA,BELLO,I.E FONTIDUEÑO JAIME ARANGO R,24,4412,3621,8033,10,COMUNA 10 FONTIDUEÑO,0,0,DIAG 44 #32 -84,"(0,0)"
4673,P,1,49,10,03,ANTIOQUIA,BELLO,IE FONTIDUEÑO JAIME ARANGO R PRIMARIA,1,9,2,11,10,COMUNA 10 FONTIDUEÑO,0,0,AVENIDA 31 # 43 - 105,"(0,0)"
